show_id,title,director,cast,country,date_added,release_year,rating,content_category,preferences,Cluster
s4367,Fugitiva,Unknown Director,"Paz Vega, Julio Bracho, Arantza Ruiz, Luisa Rubino, Lander Otaola, Iván Pellicer, José Manuel Poga, Mercedes Sampietro, Charo López, Roberto Álamo, Raúl Medina, Melina Matthews, Pedro Mari Sánchez, Odiseo Bichir",Spain,"November 23, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",44,1
s4368,Sick Note,Unknown Director,"Rupert Grint, Nick Frost, Don Johnson, Lindsay Lohan, Pippa Bennett-Warner, Marama Corlett, Karl Theobald, Belinda Stewart-Wilson, Camilla Beeput, Dustin Demri-Burns, Tolu Ogunmefun",United Kingdom,"November 23, 2018",2018,TV-MA,"TV Show - British TV Shows, International TV Shows, TV Comedies",51,0
s4369,Mystery Science Theater 3000: The Return,Unknown Director,"Felicia Day, Patton Oswalt, Jonah Ray, Baron Vaughn, Hampton Yount",United States,"November 22, 2018",2018,TV-14,"TV Show - TV Comedies, TV Sci-Fi & Fantasy",71,0
s4372,Kulipari: Dream Walker,Unknown Director,"Charlie Adler, Mark Hamill, Jess Harnell, Phil LaMarr, Josh Keaton, Mikey Kelley, Amy Margolis, Wendie Malick, Kevin Michael Richardson, Candi Milo, Laraine Newman",,"November 20, 2018",2018,TV-Y7,TV Show - Kids' TV,48,1
s4373,Paap-O-Meter,Unknown Director,Unknown Cast,,"November 20, 2018",2017,TV-Y7,"TV Show - Kids' TV, TV Comedies",99,2
s4377,The Final Table,Unknown Director,Andrew Knowlton,United States,"November 20, 2018",2018,TV-PG,TV Show - Reality TV,84,0
s4380,Eternal Love,Unknown Director,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",China,"November 17, 2018",2017,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",86,0
s4381,La Doña,Unknown Director,"Aracely Arámbula, David Chocarro, Danna Paola, Rebecca Jones, Odiseo Bichir, Gabriela Roel, Andrea Martí, Juan Ríos Cantú, Diego Soldano, Daniela Bascopé","United States, Mexico","November 17, 2018",2016,TV-14,"TV Show - Spanish-Language TV Shows, TV Dramas",55,2
s4382,Silvana Sin Lana,Unknown Director,"Maritza Rodríguez, Carlos Ponce, Marimar Vega, Adriana Barraza, Marcela Guirado, Ricardo Abarca, Thali García, Alexandra Pomales, Briggitte Bozzo, Santiago Torres, Patricio Gallardo, Roberto Escobar, Samantha Dagnino, Raury Rolander, Vince Miranda, Javier Valcárcel",United States,"November 17, 2018",2016,TV-14,"TV Show - Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",40,0
s4385,Ponysitters Club,Unknown Director,"Morgan Neundorf, Madeline Leon, Khiyla Aynne, Cailan Laine Punnewaert, Zyon Allen, Maya Franzoi, Victoria Tomazelli, Hugh Wilson, Diana Chrisman",Canada,"November 16, 2018",2018,TV-G,"TV Show - Kids' TV, TV Dramas",86,0
s4388,Vai Anitta,Unknown Director,Anitta,Brazil,"November 16, 2018",2018,TV-MA,"TV Show - Docuseries, International TV Shows, Reality TV",74,1
s4390,Beyblade Burst Evolution,Unknown Director,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",,"November 15, 2018",2017,TV-Y,"TV Show - Anime Series, Kids' TV",82,1
s4400,Warrior,Unknown Director,"Dar Salim, Danica Curcic, Lars Ranthe, Marco Ilsø, Søren Malling, Jakob Oftebro",Denmark,"November 13, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",65,1
s4401,Age of Tanks,Unknown Director,Unknown Cast,"Germany, France, Russia","November 10, 2018",2017,TV-PG,"TV Show - Docuseries, International TV Shows, Science & Nature TV",67,0
s4404,Medal of Honor,Unknown Director,"Oliver Hudson, Ben Schwartz, Paul Wesley, Aldis Hodge, Jonny Weston, Joseph Cross, Jake Abel, Derek Mio",United States,"November 9, 2018",2018,TV-MA,"TV Show - Docuseries, TV Dramas",59,1
s4406,Super Drags,Unknown Director,"Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs",Brazil,"November 9, 2018",2018,TV-MA,"TV Show - International TV Shows, TV Comedies",72,2
s4407,The Queen of Flow,Unknown Director,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo",Colombia,"November 9, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",55,2
s4408,Treehouse Detectives,Unknown Director,"Brody Allen, Jenna Davis, Ryan Bartley, Philece Sampler, Leigh Kelly, Abby Trott","South Korea, United States","November 9, 2018",2018,TV-Y,"TV Show - Kids' TV, TV Thrillers",64,3
s4409,Westside,Unknown Director,Unknown Cast,United States,"November 9, 2018",2018,TV-MA,TV Show - Reality TV,73,1
s4410,Transfers,Unknown Director,"Arieh Worthalter, Brune Renault, Toinette Laquiere, Steve Tientcheu, Pili Groyne, Patrick Descamps, Patrick Raynal, Juliette Plumecocq-Mech, Sébastien Chassagne, Alexis Loret, Aissatou Diop","France, Belgium","November 8, 2018",2017,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",43,0
s4411,Damnation,Unknown Director,"Logan Marshall-Green, Killian Scott, Sarah Jones, Chasten Harmon, Christopher Heyerdahl, Melinda Page Hamilton, Joe Adler",United States,"November 7, 2018",2017,TV-MA,"TV Show - Crime TV Shows, TV Dramas",92,0
s4414,Kopitiam,Unknown Director,"Joanna Bessey, Douglas Lim, Lina Teoh, Rashid Salleh, Mano Maniam, Tan Jin Chor",Malaysia,"November 3, 2018",2003,TV-14,"TV Show - International TV Shows, TV Comedies",65,1
s4416,Brainchild,Unknown Director,"Sahana Srinivasan, Alie Ward, Ben Seidman",,"November 2, 2018",2018,TV-G,TV Show - Kids' TV,98,1
s4431,Creators,Unknown Director,"Fabio Aste, Héctor Segura, Sebastian Rosas",Argentina,"November 1, 2018",2015,TV-Y,"TV Show - Kids' TV, Spanish-Language TV Shows",51,2
s4437,Follow This,Unknown Director,"John Stanton, Scaachi Koul, Azeen Ghorayshi, Bim Adewunmi, Juliane Loffler, Charlie Warzel",United States,"November 1, 2018",2018,TV-MA,TV Show - Docuseries,74,3
s4462,The Great British Baking Show: The Beginnings,Unknown Director,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",,"November 1, 2018",2012,TV-PG,"TV Show - British TV Shows, Reality TV",54,1
s4470,Fate/EXTRA Last Encore,Unknown Director,"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima",Japan,"October 30, 2018",2018,TV-MA,"TV Show - Anime Series, International TV Shows",77,1
s4477,Terrorism Close Calls,Unknown Director,Unknown Cast,"United States, Czech Republic","October 26, 2018",2018,TV-MA,"TV Show - Crime TV Shows, Docuseries, International TV Shows",57,2
s4479,DreamWorks Spooky Stories,Unknown Director,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards",United States,"October 25, 2018",2009,TV-PG,"TV Show - Kids' TV, TV Comedies",55,2
s4480,Great News,Unknown Director,"Briga Heelan, Andrea Martin, Adam Campbell, John Michael Higgins, Horatio Sanz, Nicole Richie",United States,"October 25, 2018",2017,TV-14,TV Show - TV Comedies,52,4
s4484,Here to Heart,Unknown Director,"Janine Chun-Ning Chang, Hans Zhang",China,"October 23, 2018",2018,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",90,1
s4486,The Hollywood Masters,Unknown Director,Unknown Cast,United States,"October 23, 2018",2017,TV-MA,TV Show - Stand-Up Comedy & Talk Shows,61,3
s4488,Accidentally in Love,Unknown Director,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou",China,"October 19, 2018",2018,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",96,1
s4489,Ask the Doctor,Unknown Director,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,"October 19, 2018",2017,TV-PG,"TV Show - Docuseries, International TV Shows, Science & Nature TV",69,4
s4490,Best.Worst.Weekend.Ever.,Unknown Director,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,"October 19, 2018",2018,TV-PG,"TV Show - Kids' TV, TV Comedies",87,1
s4495,Making a Murderer,Unknown Director,Unknown Cast,United States,"October 19, 2018",2018,TV-14,"TV Show - Crime TV Shows, Docuseries",44,1
s4496,Marvel's Daredevil,Unknown Director,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",United States,"October 19, 2018",2018,TV-MA,"TV Show - Crime TV Shows, TV Action & Adventure",90,0
s4499,Project S The Series,Unknown Director,"Wiwattanawarang Oabnithi, Mahayotaruk Thiti, Lerkcharoempoj Papangkorn, Imanothai Kawin, Sakuljaroensuk Apinya, Oat Pasakorn Sanrattana, Leeratanakajorn Thanapob, Skye Nateeton Wongrawee, Supapunpinyo Teeradon, Chansangavej Chayanit, Ketprapakorn Narikun, Pibunsonggram Kritsanapoom, Santinatornkul Chanon",Thailand,"October 19, 2018",2017,TV-MA,"TV Show - International TV Shows, TV Dramas, Teen TV Shows",89,0
s4502,Wanderlust,Unknown Director,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",United Kingdom,"October 19, 2018",2018,TV-MA,"TV Show - British TV Shows, International TV Shows, Romantic TV Shows",61,3
s4504,My Babysitter's a Vampire,Unknown Director,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",Canada,"October 17, 2018",2012,TV-PG,"TV Show - Kids' TV, TV Comedies",46,2
s4505,Rake,Unknown Director,"Richard Roxburgh, Matt Day, Adrienne Pickering, Russell Dykstra, Danielle Cormack, Caroline Brazier, Geoff Morrell, Kate Box, Keegan Joyce, Damien Garvey",Australia,"October 16, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Comedies",83,2
s4509,Stunt Science,Unknown Director,Unknown Cast,United Kingdom,"October 15, 2018",2018,TV-MA,"TV Show - British TV Shows, International TV Shows, Reality TV",63,1
s4512,Edgar Rice Burroughs' Tarzan and Jane,Unknown Director,"Marci T. House, Michael Dobson, Omari Newton, Paul Dobson, Rebecca Shoichet, Giles Panton, Kathleen Barr, Doron Bell",,"October 12, 2018",2018,TV-Y7,"TV Show - Crime TV Shows, Kids' TV",48,2
s4515,FIGHTWORLD,Padraic McKinley,Frank Grillo,,"October 12, 2018",2018,TV-MA,TV Show - Docuseries,62,2
s4518,The Curious Creations of Christine McConnell,Unknown Director,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",United States,"October 12, 2018",2018,TV-PG,"TV Show - TV Comedies, TV Mysteries",62,0
s4519,The Haunting of Hill House,Unknown Director,"Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw",United States,"October 12, 2018",2018,TV-MA,"TV Show - TV Dramas, TV Horror, TV Mysteries",42,1
s4521,Ordinary Heroes,Unknown Director,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",,"October 11, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",54,1
s4522,Salt Fat Acid Heat,Unknown Director,Samin Nosrat,,"October 11, 2018",2018,TV-PG,TV Show - Docuseries,61,1
s4524,Blood Pact,Unknown Director,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",Brazil,"October 10, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",64,1
s4528,Sofia the First,Unknown Director,"Ariel Winter, Darcy Rose Byrnes, Sara Ramirez, Tim Gunn, Coco Grayson, Travis Willingham, Wayne Brady, Jess Harnell, Meghan Strange, Zach Callison",United States,"October 8, 2018",2017,TV-Y,TV Show - Kids' TV,46,4
s4530,Dancing Queen,Unknown Director,"Justin ""Alyssa Edwards"" Johnson",,"October 5, 2018",2018,TV-14,TV Show - Reality TV,81,0
s4531,Empire Games,Unknown Director,Jim O'Brien,"Czech Republic, United States","October 5, 2018",2018,TV-14,TV Show - Docuseries,88,0
s4532,LOST SONG,Unknown Director,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",Japan,"October 5, 2018",2018,TV-14,"TV Show - Anime Series, International TV Shows",50,1
s4536,YG Future Strategy Office,Unknown Director,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",South Korea,"October 5, 2018",2018,TV-MA,"TV Show - International TV Shows, Korean TV Shows, TV Comedies",75,4
s4537,Violet Evergarden: Special,Unknown Director,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",,"October 4, 2018",2018,TV-PG,"TV Show - Anime Series, International TV Shows, Romantic TV Shows",98,0
s4543,Monty Python Best Bits (mostly),Unknown Director,"Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-MA,"TV Show - British TV Shows, Docuseries, TV Comedies",96,3
s4550,Monty Python's Almost the Truth,Unknown Director,"Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",United Kingdom,"October 2, 2018",2009,TV-MA,"TV Show - British TV Shows, Docuseries",42,1
s4551,Monty Python's Fliegender Zirkus,Unknown Director,"Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth","United Kingdom, West Germany","October 2, 2018",1972,TV-MA,"TV Show - International TV Shows, TV Comedies",56,2
s4552,Monty Python's Flying Circus,Unknown Director,"John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam",United Kingdom,"October 2, 2018",1974,TV-14,"TV Show - British TV Shows, Classic & Cult TV, International TV Shows",62,2
s4554,Monty Python's Personal Best,Unknown Director,"John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle","United States, United Kingdom","October 2, 2018",2005,TV-MA,"TV Show - British TV Shows, TV Comedies",45,0
s4571,Hot Date,Unknown Director,"Emily Axford, Brian Murphy",United States,"October 1, 2018",2018,TV-MA,"TV Show - Romantic TV Shows, TV Comedies",91,0
s4605,Strong,Unknown Director,Gabrielle Reece,United States,"October 1, 2018",2016,TV-14,TV Show - Reality TV,72,1
s4609,Three Wives One Husband,Unknown Director,Unknown Cast,United Kingdom,"October 1, 2018",2018,TV-14,"TV Show - British TV Shows, International TV Shows, Reality TV",45,2
s4622,Made in Mexico,Unknown Director,Unknown Cast,United States,"September 28, 2018",2018,TV-MA,"TV Show - International TV Shows, Reality TV, Spanish-Language TV Shows",90,3
s4623,Reboot: The Guardian Code,Unknown Director,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",Canada,"September 28, 2018",2018,TV-Y7,TV Show - Kids' TV,75,0
s4624,Skylanders Academy,Unknown Director,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States","September 28, 2018",2018,TV-Y7,"TV Show - Kids' TV, TV Comedies",43,1
s4628,Battlefish,Unknown Director,Unknown Cast,,"September 21, 2018",2018,TV-MA,"TV Show - Reality TV, Science & Nature TV, TV Action & Adventure",45,2
s4629,DRAGON PILOT: Hisone & Masotan,Unknown Director,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata",Japan,"September 21, 2018",2018,TV-14,"TV Show - Anime Series, International TV Shows",44,4
s4630,Maniac,Unknown Director,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",United States,"September 21, 2018",2018,TV-MA,"TV Show - TV Comedies, TV Dramas, TV Mysteries",78,1
s4633,The Good Cop,Unknown Director,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",United States,"September 21, 2018",2018,TV-14,"TV Show - Crime TV Shows, TV Comedies, TV Dramas",43,4
s4634,Mobile Suit Gundam UC,Unknown Director,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,"September 20, 2018",2014,TV-PG,"TV Show - Anime Series, International TV Shows",47,2
s4635,Transformers: Rescue Bots,Unknown Director,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","Canada, United States","September 19, 2018",2016,TV-Y7,TV Show - Kids' TV,72,2
s4636,Al Hayba,Unknown Director,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,"September 15, 2018",2017,TV-14,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",79,0
s4637,American Vandal,Unknown Director,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg",United States,"September 14, 2018",2018,TV-MA,"TV Show - Crime TV Shows, TV Comedies, Teen TV Shows",71,2
s4638,Boca Juniors Confidential,Unknown Director,Unknown Cast,,"September 14, 2018",2018,TV-PG,"TV Show - Docuseries, International TV Shows, Spanish-Language TV Shows",45,1
s4639,Ingobernable,Unknown Director,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,"September 14, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",97,1
s4640,Norm Macdonald Has a Show,Unknown Director,Unknown Cast,United States,"September 14, 2018",2018,TV-MA,"TV Show - Stand-Up Comedy & Talk Shows, TV Comedies",64,3
s4641,Super Monsters Monster Party,Unknown Director,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",,"September 14, 2018",2018,TV-Y,TV Show - Kids' TV,89,1
s4644,The Rise of Phoenixes,Unknown Director,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong",China,"September 14, 2018",2018,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Action & Adventure",97,2
s4646,Life,Unknown Director,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,"TV Show - International TV Shows, Korean TV Shows, TV Dramas",40,1
s4648,Daniel Sloss: Live Shows,Unknown Director,Daniel Sloss,United States,"September 11, 2018",2018,TV-MA,"TV Show - Stand-Up Comedy & Talk Shows, TV Comedies",56,0
s4649,If I were an Animal,Unknown Director,"Zachary Young, Fleur Delahunty",,"September 11, 2018",2018,TV-G,"TV Show - Docuseries, Kids' TV, Science & Nature TV",92,4
s4651,Show Me the Money,Unknown Director,"Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She",,"September 9, 2018",2004,TV-14,"TV Show - International TV Shows, TV Comedies",83,4
s4652,Transformers Prime,Unknown Director,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle",United States,"September 8, 2018",2013,TV-Y7,TV Show - Kids' TV,78,0
s4653,Transformers: Robots in Disguise,Unknown Director,"Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen",United States,"September 8, 2018",2016,TV-Y7,TV Show - Kids' TV,84,0
s4655,First and Last,Unknown Director,Unknown Cast,,"September 7, 2018",2018,TV-MA,TV Show - Docuseries,50,0
s4656,Marvel's Iron Fist,Unknown Director,"Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey",United States,"September 7, 2018",2018,TV-MA,"TV Show - Crime TV Shows, TV Action & Adventure, TV Dramas",99,4
s4659,Stretch Armstrong & the Flex Fighters,Unknown Director,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day",United States,"September 7, 2018",2018,TV-Y7,TV Show - Kids' TV,55,0
s4663,Monkey Twins,Unknown Director,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang",Thailand,"September 2, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Action & Adventure",55,4
s4664,Quantico,Unknown Director,"Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi",United States,"September 2, 2018",2018,TV-14,"TV Show - Crime TV Shows, TV Dramas, TV Mysteries",80,0
s4665,Age of Rebellion,Peter Ho,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,"September 1, 2018",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",53,0
s4671,Sisters,Unknown Director,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,"September 1, 2018",2018,TV-MA,"TV Show - International TV Shows, TV Comedies, TV Dramas",40,1
s4673,Cathedral of the Sea,Unknown Director,"Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina",Spain,"August 31, 2018",2017,TV-MA,"TV Show - International TV Shows, Spanish-Language TV Shows, TV Dramas",43,0
s4674,Inside the Criminal Mind,Unknown Director,Unknown Cast,"United States, Czech Republic","August 31, 2018",2018,TV-MA,"TV Show - Crime TV Shows, Docuseries, International TV Shows",100,1
s4675,The Comedy Lineup,Unknown Director,"Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon",United States,"August 31, 2018",2018,TV-MA,"TV Show - Stand-Up Comedy & Talk Shows, TV Comedies",40,1
s4677,Ultimate Beastmaster,Unknown Director,"Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","United States, Brazil, South Korea, Mexico, Japan, Germany","August 31, 2018",2018,TV-PG,TV Show - Reality TV,82,1
s4678,Ultimate Beastmaster México,Unknown Director,"Luis Ernesto Franco, Inés Sainz, Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Rafinha Bastos, Anderson Silva, Sylvester Stallone",,"August 31, 2018",2018,TV-PG,"TV Show - Reality TV, Spanish-Language TV Shows",45,0
s4679,Undercover Law,Unknown Director,"Viña Machado, Juana del Río, Luna Baxter, Valeria Gálviz, Tommy Vasquez, Luis Mesa, Katherine Vélez, Juan Manuel Mendoza, Patrick Delmas, Ricardo Vesga, Toto Vega",Colombia,"August 31, 2018",2017,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",91,3
s4683,Chicken Soup for the Soul's Being Dad,Unknown Director,Unknown Cast,United States,"August 27, 2018",2018,TV-MA,TV Show - Docuseries,98,4
s4686,GHOUL,Patrick Graham,"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj",India,"August 24, 2018",2018,TV-MA,"TV Show - International TV Shows, TV Dramas, TV Horror",48,1
s4688,Take My Brother Away,Han Qing,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",China,"August 24, 2018",2018,TV-14,"TV Show - International TV Shows, TV Comedies, TV Dramas",82,1
